ID,sentence,verb1,verbType1,verb2,verbType2,verb3,verbType3,verb4,verbType4
24605,その話は私達におもしろい事実を教えてくれた。,教えて,participle,くれた,past,,,,
24606,彼は私を１時間以上も待たせた。,待たせた,causative-past,,,,,,
24610,ケンが結婚する日は今日です。,する,dict,,,,,,
24612,母は私に素敵なドレスを作ってくれた。,作って,participle,くれた,past,,,,
24613,私は母を大変愛しています。,愛して,participle,います,polite,,,,
24614,病気のためにジムは会合に出席できなかった。,できなかった,negative-past,,,,,,
24615,姉は先生になる決心をしている。,なる,dict,して,participle,いる,dict,,
24617,我々は再び戦争をしてはいけない。,して,participle,いけない,negative,,,,
24619,料理について何か質問がありますか。,ついて,participle,,,,,,
24622,ケンは話すのをやめて食べ始めた。,やめて,participle,,,,,,
24623,それには興味が無くなった。,無くなった,past,,,,,,
24624,正直じいさんは、金持ちになった。,なった,past,,,,,,
24626,おしゃべりをやめて僕の言うことを聞きなさい。,やめて,participle,言う,dict,,,,
24627,人間は全て平等である。,ある,dict,,,,,,
24628,父親が死んだ後、彼が事業を引き継いだ。,死んだ,past,,,,,,
24631,みんなが眠ってしまったのがわかった。,眠って,participle,わかった,past,,,,
24632,あなたは自動車の運転ができますか。,できます,polite,,,,,,
24633,この問いに対する答は間違っている。,対する,dict,間違って,participle,いる,dict,,
24634,彼はその仕事で一山当てた。,当てた,past,,,,,,
24636,あなたはふつう朝食に紅茶を飲みますか。,飲みます,polite,,,,,,
24638,そんな美しい花は見たことがない。,見た,past,,,,,,
24640,歩いてもいいんだが、暑すぎる。,歩いて,participle,すぎる,dict,,,,
24641,あの二人はどうもできているらしい。,できて,participle,,,,,,
24642,その金持ちはミレーの絵を買った。,買った,past,,,,,,
24643,そんな風にいうものじゃない。,いう,dict,,,,,,
24644,今日、車を借りてもいいですか。,借りて,participle,,,,,,
24645,彼はその車をとめなかった。,とめなかった,negative-past,,,,,,
24647,以前とは別人のようになりました。,なりました,past-polite,,,,,,
24649,私は雨の中を１０分も待たされた。,待たされた,passive-past,,,,,,
24650,彼は行動力がある。,ある,dict,,,,,,
24652,私は妹と同じくらいに見えると言われます。,見える,dict,言われます,passive-polite,,,,
24654,彼女は悲しそうに私を見た。,見た,past,,,,,,
24655,私はもう、宿題は終わっている。,終わって,participle,いる,dict,,,,
24657,言うことと話すことは別のことだ。,言う,dict,話す,dict,,,,
24658,できるだけ早くあなたにお手紙を書きます。,できる,dict,書きます,polite,,,,
24659,日本人は一日３回食事します。,します,polite,,,,,,
24660,彼は何をそんなに怒っているのだろう。,怒って,participle,,,,,,
24662,忘れずに駅まで迎えに来てください。,迎え,nominal,来て,participle,,,,
24663,男の子は大きくなりました。,なりました,past-polite,,,,,,
24664,朝の来ない夜はない。,来ない,negative,,,,,,
24665,彼は社長がどこへ行ったかを明らかにした。,行った,past,した,past,,,,
24669,君にはちょっと荷が勝っているね。,勝って,participle,いる,dict,,,,
24673,彼女は朝食前に運動することにしている。,する,dict,いる,dict,,,,
24674,彼は罰を受けたくなかった。,受けたく,wish-nominal,,,,,,
24675,あなたは先生にほめられましたか。,ほめられました,passive-past-polite,,,,,,
24676,私を騙さないで下さい。,騙さないで,negative-participle,,,,,,
24677,僕は君の名を呼ぶ。,呼ぶ,dict,,,,,,
24678,彼はアメリカから帰ってきた。,帰って,participle,きた,past,,,,
24679,案内してくれますか。,して,participle,くれます,polite,,,,
24680,加藤さんは先生である。,ある,dict,,,,,,
24681,私は子供たちに必要な本を買った。,買った,past,,,,,,
24682,彼はその家族にいとまごいをした。,した,past,,,,,,
24683,彼はよく働き、そして正直である。,働き,nominal,ある,dict,,,,
24684,できることなら抜歯しないでください？,できる,dict,しないで,negative-participle,,,,
24685,今あなたに話すにはちょっと時間が必要です。,話す,dict,,,,,,
24686,私はやっと休むことができる。,休む,dict,,,,,,
24687,先生はクラスの前に立っていた。,立って,participle,いた,past,,,,
24689,直していただけますか。,直して,participle,いただけます,polite,,,,
24691,彼の事は名前しか知らない。,知らない,negative,,,,,,
24692,君は試験に合格するものと思われている。,する,dict,思われて,passive-participle,いる,dict,,
24693,１ドルをくずしてくれませんか。,くずして,participle,くれません,negative-polite,,,,
24695,私から手を離してくださらない？,離して,participle,,,,,,
24697,戦争に関する最新のニュースを聞きましたか。,関する,dict,聞きました,past-polite,,,,
24701,彼らは親切にも我々を援助してくれた。,して,participle,くれた,past,,,,
24702,私は息子の安否をずっと心配しています。,して,participle,います,polite,,,,
24703,すぐにヒステリーになります。,なります,polite,,,,,,
24706,彼が試験に失敗したという知らせをうけた。,した,past,いう,dict,うけた,past,,
24707,忘れずに私の手紙を出してね。,出して,participle,,,,,,
24710,私はこの前と同じ誤りをしてしまった。,して,participle,しまった,past,,,,
24711,彼はその箱の中をのぞいた。,のぞいた,past,,,,,,
24712,才能ある者を抑えておくことはできない。,ある,dict,抑えて,participle,おく,dict,できない,negative
24713,それにはそれなりの価値がある。,ある,dict,,,,,,
24714,どうも、ちょっと見るだけ。,見る,dict,,,,,,
24716,私は、それを家族に読んできかせた。,読んで,participle,きかせた,causative-past,,,,
24717,私は昨日彼女の家のそばを通った。,通った,past,,,,,,
24720,肩肘張って生きることはないよ。,張って,participle,生きる,dict,,,,
24721,彼は今電話に出られません。,出られません,passive-negative-polite,,,,,,
24722,あなたのお父さんのことは存じております。,存じて,participle,おります,polite,,,,
24723,彼は当然約束を守るものだと思っていた。,守る,dict,思って,participle,いた,past,,
24725,日本へ１人の外国人がきた。,きた,past,,,,,,
24726,私はそこで３ヶ月間働いています。,働いて,participle,います,polite,,,,
24727,どこへ行くにもカメラを持って行きます。,行く,dict,持って,participle,行きます,polite,,
24728,その知らせを聞いて私たちはとてもうれしい。,聞いて,participle,,,,,,
24729,母は植木の世話をよくする人だ。,する,dict,,,,,,
24730,問題は彼にそれができるかどうかだ。,できる,dict,,,,,,
24733,フォークがテーブルから落ちた。,落ちた,past,,,,,,
24734,彼女は私たちにあいまいな返事をした。,した,past,,,,,,
24735,彼は彼女に見覚えがある。,ある,dict,,,,,,
24737,夕べは徹夜して小説を読んだ。,して,participle,読んだ,past,,,,
24738,ほとんど全員が招待された。,された,passive-past,,,,,,
24739,ここに長くいないでおきましょう。,いないで,negative-participle,おきましょう,volitional-polite,,,,
24740,私は彼らの誰も知らない。,知らない,negative,,,,,,
24741,父は毎日日記をつけている。,つけて,participle,いる,dict,,,,
24742,私は今朝駅までずっと走っていった。,走って,participle,,,,,,
24744,私を助けてくれてありがとう。,助けて,participle,くれて,participle,,,,
24747,彼女は政府の高官になった。,なった,past,,,,,,
24748,これはお互いを知る良い機会だ。,知る,dict,,,,,,
24749,あなたを兄と間違えた。,間違えた,past,,,,,,
24751,彼はたくさんお金を持っている。,持って,participle,いる,dict,,,,
24752,愛は人の心を砕くこともできるのさ。,砕く,dict,,,,,,
24753,そのニュースは本当かもしれない。,しれない,negative,,,,,,
24754,天気が悪くなった。,なった,past,,,,,,
24755,彼はさよならも言わずその家を出た。,出た,past,,,,,,
24756,彼の名前はみんなに知られています。,知られて,passive-participle,います,polite,,,,
24759,私達はある事故のため２時間遅れた。,遅れた,past,,,,,,
24761,私は由美は病気だと思う。,思う,dict,,,,,,
24763,彼は部屋に入った。,入った,past,,,,,,
24764,彼の努力は全て無駄になった。,なった,past,,,,,,
24766,本や雑誌はそのままにしておきなさい。,して,participle,,,,,,
24769,それって、どう思う。,思う,dict,,,,,,
24770,彼は東京を発って大阪へ向かった。,発って,participle,向かった,past,,,,
24771,私たちは時折一緒に釣りに行きます。,行きます,polite,,,,,,
24772,彼が去ってしまうまでそこにいた。,去って,participle,しまう,dict,いた,past,,
24773,彼は若く見えた。,見えた,past,,,,,,
24774,以前はタバコを吸っていましたね。,吸って,participle,いました,past-polite,,,,
24778,いつまでここに滞在しますか。,します,polite,,,,,,
